"year","make","model","mileage","normalized_color","transmission","sold_price","bid_amount","end_date","bidders","watchers","comments","status"
"1994","BMW","R1100RS Battle of the Legends Racer","21000","Silver","manual","6000","6000","2022-06-24 04:00:00","13","471","55","sold"
"2002","BMW","M5","59000","Silver","manual","null","41000","2022-06-23 04:00:00","34","662","62","unsold"
"1989","BMW","325is 5-Speed","282000","White","manual","22000","22000","2022-06-23 04:00:00","23","780","32","sold"
"2013","BMW","M3 Coupe Competition Package","54000","White","automatic","38500","38500","2022-06-23 04:00:00","4","482","26","sold"
"1996","BMW","Z3 1.9 5-Speed","67000","Silver","manual","12500","12500","2022-06-23 04:00:00","17","415","29","sold"
"1998","BMW","M3 Sedan 5-Speed","82000","Blue","manual","25598","25598","2022-06-23 04:00:00","23","795","65","sold"
"2007","BMW","Z4 M Coupe","53000","Silver","automatic","30886","30886","2022-06-23 04:00:00","31","672","83","sold"
"2011","BMW","M3 Sedan 6-Speed","112000","White","manual","27000","27000","2022-06-22 04:00:00","43","848","92","sold"
"2007","BMW","X3 3.0si","17000","Bronze","automatic","23000","23000","2022-06-22 04:00:00","11","303","38","sold"
"1972","BMW","3.0CS","35000","Blue","automatic","70650","70650","2022-06-22 04:00:00","38","1174","82","sold"
"2002","BMW","Z8","12000","Silver","manual","null","179000","2022-06-22 04:00:00","16","555","51","unsold"
"2004","BMW","325xi Sedan","35000","Blue","automatic","15000","15000","2022-06-22 04:00:00","17","316","26","sold"
"2011","Porsche","911 Carrera Coupe","30000","Black","automatic","53500","53500","2024-11-02 04:00:00","15","1012","27","sold"
"2009","BMW","M3 Coupe 6-Speed","49000","Silver","manual","36250","36250","2022-06-22 04:00:00","56","724","30","sold"
"1998","BMW","M3 Coupe 5-Speed","85000","Silver","manual","26750","26750","2022-06-22 04:00:00","35","542","40","sold"
"2004","BMW","325Ci Convertible 5-Speed","61000","Blue","manual","17500","17500","2022-06-22 04:00:00","42","516","58","sold"
"1973","BMW","2002tii","23000","Blue","manual","null","42523","2022-06-22 04:00:00","19","1452","95","unsold"
"1964","BMW","R50/2","37000","Black","manual","8900","8900","2022-06-21 04:00:00","47","583","43","sold"
"1978","BMW","530i","143000","Blue","automatic","7300","7300","2022-06-21 04:00:00","29","409","36","sold"
"1989","BMW","325i Convertible","48000","White","automatic","28750","28750","2022-06-21 04:00:00","47","484","33","sold"
"2008","BMW","M5 6-Speed","70000","Black","manual","null","29000","2022-06-21 04:00:00","19","617","37","unsold"
"1998","BMW","M Roadster","21000","Blue","manual","30250","30250","2022-06-21 04:00:00","31","594","72","sold"
"1990","BMW","M3","137000","Silver","manual","54550","54550","2022-06-21 04:00:00","15","788","71","sold"
"1992","BMW","R100GS","484","White","manual","14000","14000","2022-06-21 04:00:00","31","565","110","sold"
"2001","BMW","M3 Coupe 6-Speed","60000","Silver","manual","null","30500","2022-06-20 04:00:00","23","794","48","unsold"
"1993","BMW","M5","209000","Black","manual","null","19000","2022-06-20 04:00:00","26","756","47","unsold"
"2005","BMW","Z4 2.5i Roadster 5-Speed","75000","Blue","manual","12500","12500","2022-06-20 04:00:00","42","597","20","sold"
"1988","BMW","M5","125000","Black","manual","90536","90536","2022-06-20 04:00:00","22","1297","108","sold"
"2008","BMW","M5 6-Speed","31000","Black","manual","52000","52000","2022-06-19 04:00:00","12","591","53","sold"
"2011","BMW","1M","8000","White","manual","99999","99999","2022-06-19 04:00:00","11","859","66","sold"
"2001","BMW","740i Sport","81000","Gray","automatic","19500","19500","2022-06-19 04:00:00","21","493","61","sold"
"2010","BMW","328i Convertible","48000","White","automatic","27750","27750","2022-06-19 04:00:00","43","644","42","sold"
"1996","BMW","318i Touring 5-Speed","178000","Black","manual","19750","19750","2022-06-19 04:00:00","21","754","51","sold"
"2008","BMW","M3 Convertible 6-Speed","86000","Black","manual","21093","21093","2022-06-19 04:00:00","33","891","23","sold"
"1990","BMW","M3","177000","Red","manual","null","56000","2022-06-19 04:00:00","32","772","42","unsold"
"1972","BMW","2002 5-Speed","9000","Red","manual","null","28000","2022-06-19 04:00:00","13","1221","54","unsold"
"2008","BMW","M6 Convertible","30000","Silver","automatic","42750","42750","2022-06-18 04:00:00","50","591","43","sold"
"2004","BMW","330Ci Convertible","52000","Silver","automatic","15250","15250","2022-06-18 04:00:00","22","369","33","sold"
"2011","BMW","M3 Convertible 6-Speed","52000","Gray","manual","39500","39500","2022-06-18 04:00:00","25","473","27","sold"
"2003","BMW","540i M-Sport","128000","Silver","automatic","9700","9700","2022-06-18 04:00:00","31","492","93","sold"
"1984","BMW","633CSi 5-Speed","10000","White","manual","50000","50000","2022-06-18 04:00:00","19","550","31","sold"
"2006","BMW","M5","40000","Red","automatic","26500","26500","2022-06-17 04:00:00","33","553","57","sold"
"2008","BMW","Alpina B7","45000","Black","automatic","null","24300","2022-06-17 04:00:00","35","684","38","unsold"
"1992","BMW","325i Convertible M-Technic II","143000","White","automatic","24000","24000","2022-06-17 04:00:00","42","676","40","sold"
"1957","BMW","Isetta 300","5800","Red","manual","25000","25000","2022-06-16 04:00:00","34","581","20","sold"
"2001","BMW","M5","61000","Black","manual","null","38750","2022-06-16 04:00:00","29","716","44","unsold"
"2004","BMW","M3 Convertible 6-Speed","98000","Silver","manual","25952","25952","2022-06-16 04:00:00","21","626","40","sold"
"2006","BMW","M6 Coupe","48000","Black","automatic","21000","21000","2022-06-16 04:00:00","25","437","36","sold"
"1998","BMW","328i Convertible 5-Speed","84000","Red","manual","12500","12500","2022-06-16 04:00:00","37","318","30","sold"
"2018","BMW","M3 Sedan Competition Package","17000","Black","automatic","60000","60000","2022-06-16 04:00:00","6","360","33","sold"
"1991","BMW","318is 5-Speed","146000","White","manual","16750","16750","2022-06-16 04:00:00","16","661","59","sold"
"2003","BMW","Z4 2.5i Roadster","63000","White","automatic","14250","14250","2022-06-02 04:00:00","17","351","31","sold"
"2005","BMW","M3 Coupe Competition Package 6-Speed","64000","White","manual","null","34250","2022-06-02 04:00:00","26","982","70","unsold"
"1999","BMW","M Coupe","82000","Blue","manual","29250","29250","2022-06-02 04:00:00","11","680","34","sold"
"2006","BMW","325Ci Convertible","72000","Gray","automatic","14750","14750","2022-06-02 04:00:00","44","512","44","sold"
"2015","BMW","M4 Convertible 6-Speed","31000","Blue","manual","55823","55823","2022-06-02 04:00:00","48","821","67","sold"
"2005","BMW","F650GS Dakar","3900","Blue","manual","7555","7555","2022-06-02 04:00:00","23","529","55","sold"
"2009","BMW","135i M Sport Coupe 6-Speed","14000","Red","manual","null","25100","null","0","593","127","unsold"
"2004","BMW","645Ci Coupe 6-Speed","60000","Blue","manual","15200","15200","2022-06-01 04:00:00","31","299","44","sold"
"1998","BMW","M Roadster","9000","Black","manual","36500","36500","2022-06-14 04:00:00","14","580","37","sold"
"1991","BMW","M5","52000","Black","manual","39000","39000","2022-06-13 04:00:00","44","949","39","sold"
"2009","BMW","M3 Coupe Race Car 6-Speed","76000","White","manual","null","50000","2022-06-13 04:00:00","39","820","49","unsold"
"2000","BMW","M Roadster","117000","Blue","manual","16250","16250","2022-06-13 04:00:00","26","712","59","sold"
"2006","BMW","Z4 M Coupe","27000","Red","manual","null","36750","2022-06-13 04:00:00","22","586","74","unsold"
"1990","BMW","M3","73000","Black","manual","null","85000","2022-06-13 04:00:00","17","846","84","unsold"
"2011","BMW","M3 Coupe Competition Package 6-Speed","24000","Black","manual","null","50500","2022-06-13 04:00:00","53","793","70","unsold"
"1995","BMW","840Ci","25000","Black","automatic","31500","31500","2022-06-13 04:00:00","38","865","34","sold"
"2004","BMW","M3 Coupe","102000","Gray","automatic","20000","20000","2022-06-13 04:00:00","22","802","44","sold"
"1968","BMW","R69S w/Steib S501 Sidecar","55000","Black","manual","20000","20000","2022-06-12 04:00:00","8","798","38","sold"
"2002","BMW","325Ci Convertible","38000","Red","automatic","15750","15750","2022-06-12 04:00:00","22","532","17","sold"
"2006","BMW","M3 Convertible","39000","Red","automatic","42250","42250","2022-06-12 04:00:00","34","633","84","sold"
"2011","BMW","1M","50000","Orange","manual","57000","57000","2022-06-12 04:00:00","35","1529","124","sold"
"2002","BMW","M5","164000","Gray","manual","null","21500","2022-06-12 04:00:00","18","717","59","unsold"
"1998","BMW","M Roadster","77000","Silver","manual","17500","17500","2022-06-12 04:00:00","35","557","53","sold"
"1997","BMW","M3 Sedan 5-Speed","176000","Green","manual","17250","17250","2022-06-11 04:00:00","29","658","51","sold"
"2007","BMW","M6 Coupe 6-Speed","50000","White","manual","53000","53000","2022-06-11 04:00:00","55","481","84","sold"
"2003","BMW","M3 Convertible","55000","Yellow","automatic","18500","18500","2022-06-11 04:00:00","20","665","63","sold"
"1997","BMW","840Ci","110000","Red","automatic","19000","19000","2022-06-11 04:00:00","13","473","20","sold"
"2002","BMW","330Ci Convertible 5-Speed","84000","Gray","manual","15500","15500","2022-06-11 04:00:00","26","480","51","sold"
"1995","BMW","M3 Coupe 5-Speed","74000","White","manual","21250","21250","2022-06-11 04:00:00","27","821","67","sold"
"2011","BMW","M3 Convertible","44000","White","automatic","35000","35000","2022-06-11 04:00:00","23","593","46","sold"
"2003","BMW","325Ci Convertible","67000","Blue","automatic","13000","13000","2022-06-10 04:00:00","15","356","14","sold"
"1977","BMW","530i 4-Speed","127000","Brown","manual","17000","17000","2022-06-10 04:00:00","25","395","57","sold"
"1986","BMW","325e Sedan","51000","Gray","automatic","16325","16325","2022-06-10 04:00:00","10","230","23","sold"
"2007","BMW","Z4 Roadster 3.0i 6-Speed","50000","Silver","manual","15500","15500","2022-06-10 04:00:00","13","363","46","sold"
"1999","BMW","M3 Coupe 5-Speed","23000","Silver","manual","null","42000","2022-06-10 04:00:00","21","706","35","unsold"
"2020","BMW","M4 CS","8000","Blue","automatic","null","74000","2022-06-10 04:00:00","19","477","18","unsold"
"2001","BMW","330Ci Coupe","55000","Gray","automatic","14750","14750","2022-06-10 04:00:00","46","416","48","sold"
"2012","BMW","M3 Coupe Competition Package","6000","Black","automatic","59555","59555","2022-06-10 04:00:00","2","438","23","sold"
"1959","BMW","Isetta 300","67000","Red","manual","30911","30911","2022-06-09 04:00:00","18","565","27","sold"
"1996","BMW","Z3","64000","White","automatic","10250","10250","2022-06-09 04:00:00","32","367","35","sold"
"2006","BMW","330Ci ZHP Convertible","37000","Blue","automatic","28000","28000","2022-06-09 04:00:00","32","484","60","sold"
"2003","BMW","540i M Sport","145000","Silver","automatic","12500","12500","2022-06-09 04:00:00","9","474","52","sold"
"2008","BMW","Z4 M Roadster","23000","Black","manual","null","32250","2022-06-08 04:00:00","33","555","41","unsold"
"2003","BMW","M3 Convertible 6-Speed","80000","Black","manual","26250","26250","2022-06-08 04:00:00","15","472","17","sold"
"2008","BMW","335i Coupe 6-Speed","34000","Black","manual","24000","24000","2022-06-08 04:00:00","56","602","43","sold"
"1973","BMW","2002tii 5-Speed","900","Green","manual","50250","50250","2022-06-08 04:00:00","35","1112","73","sold"
"2002","BMW","Z3 3.0i 5-Speed","45000","Silver","manual","14000","14000","2022-06-08 04:00:00","21","562","36","sold"
"2002","BMW","M5","72000","Silver","manual","null","34750","2022-06-08 04:00:00","24","620","76","unsold"
"1969","BMW","R60/2","19000","Black","manual","15526","15526","2022-06-08 04:00:00","18","556","39","sold"
"2010","BMW","M3 Coupe 6-Speed","55000","Silver","manual","36000","36000","2022-06-08 04:00:00","67","605","38","sold"
"1999","BMW","M3 Convertible","53000","Silver","automatic","13500","13500","2022-06-08 04:00:00","43","618","34","sold"
"2004","BMW","M3 Coupe 6-Speed","48000","Red","manual","null","34000","2022-06-08 04:00:00","10","498","25","unsold"
"2002","BMW","Z8","11000","Black","manual","212000","212000","2022-06-08 04:00:00","9","853","100","sold"
"1989","BMW","325i Convertible","33000","Blue","automatic","null","15000","2022-06-07 04:00:00","24","400","28","unsold"
"2006","BMW","Z4 M Roadster","59000","Gray","manual","27250","27250","2022-06-07 04:00:00","37","536","107","sold"
"2013","BMW","335i Convertible","21000","Black","automatic","32000","32000","2022-06-07 04:00:00","37","475","23","sold"
"2011","BMW","328i Sedan 6-Speed","52000","White","manual","18000","18000","2022-06-07 04:00:00","28","306","57","sold"
"1994","BMW","530i Touring 6-Speed","188000","Silver","manual","45500","45500","2022-06-06 04:00:00","28","1140","103","sold"
"1999","BMW","M Roadster","69000","Blue","manual","null","14000","2022-06-06 04:00:00","32","718","74","unsold"
"1999","BMW","540i Sport 6-Speed","85000","Black","manual","13750","13750","2022-06-06 04:00:00","12","497","34","sold"
"1998","BMW","M3 Sedan 6-Speed","100000","Blue","manual","null","17500","2022-06-06 04:00:00","8","500","90","unsold"
"2007","BMW","M6 Coupe 6-Speed","62000","Black","manual","36750","36750","2022-06-05 04:00:00","16","493","59","sold"
"2000","BMW","M Roadster","49000","Red","manual","23777","23777","2022-06-05 04:00:00","34","666","24","sold"
"2003","BMW","M3 Coupe 6-Speed","155000","White","manual","26250","26250","2022-06-05 04:00:00","32","937","38","sold"
"1976","BMW","2002","950","Black","automatic","48000","48000","2022-06-05 04:00:00","59","842","73","sold"
"1997","BMW","840Ci","122000","Black","automatic","null","16000","2022-06-04 04:00:00","11","555","23","unsold"
"2008","BMW","M6 Convertible","11000","Black","automatic","39750","39750","2022-06-04 04:00:00","20","404","49","sold"
"2003","BMW","330Ci Convertible 5-Speed","74000","White","manual","17250","17250","2022-06-04 04:00:00","15","436","53","sold"
"2000","BMW","740iL","53000","Silver","automatic","19750","19750","2022-06-04 04:00:00","20","425","13","sold"
"2002","BMW","M3 Convertible","56000","White","automatic","31000","31000","2022-06-04 04:00:00","13","655","26","sold"
"1998","BMW","M3 Sedan 5-Speed","251000","Yellow","manual","15000","15000","2022-06-04 04:00:00","22","652","62","sold"
"2013","BMW","X5 M","67000","Silver","automatic","31500","31500","2022-06-04 04:00:00","53","605","44","sold"
"2004","BMW","745i Sport","42000","Black","automatic","16250","16250","2022-06-04 04:00:00","28","350","31","sold"
"2002","BMW","X5 3.0i","29000","Gray","automatic","17750","17750","2022-06-04 04:00:00","45","440","37","sold"
"2003","BMW","325i Sedan","87000","Silver","automatic","12000","12000","2022-06-04 04:00:00","50","386","56","sold"
"2003","BMW","Z4 3.0i Roadster 6-Speed","65000","Black","manual","17250","17250","2022-06-03 04:00:00","30","445","55","sold"
"1998","BMW","M3 Coupe 5-Speed","35000","Silver","manual","44000","44000","2022-06-03 04:00:00","37","854","95","sold"
"1971","BMW","2002","31000","Red","manual","19250","19250","2022-06-03 04:00:00","52","1079","70","sold"
"2008","BMW","M5","83000","Blue","automatic","24250","24250","2022-06-02 04:00:00","22","308","46","sold"
"1955","BMW","Isetta 250 Bubble Window","3700","Yellow","manual","31000","31000","2022-06-02 04:00:00","26","686","93","sold"
"2006","BMW","M3 Convertible 6-Speed","82000","Red","manual","25250","25250","2022-05-23 04:00:00","36","767","45","sold"
"1987","BMW","325i Convertible 5-Speed","69000","Red","manual","27500","27500","2022-05-23 04:00:00","39","577","30","sold"
"2002","BMW","M5","129000","Black","manual","20250","20250","2022-05-23 04:00:00","19","681","53","sold"
"2001","BMW","M3 Coupe 6-Speed","44000","Silver","manual","42500","42500","2022-05-23 04:00:00","34","626","25","sold"
"1999","BMW","540i Sport 6-Speed","41000","Blue","manual","17500","17500","2022-05-23 04:00:00","52","822","46","sold"
"2003","BMW","330Ci Convertible","19000","Silver","automatic","24250","24250","2022-05-23 04:00:00","44","435","53","sold"
"1972","BMW","2002tii 2.2L 5-Speed","50000","Yellow","manual","110002","110002","2022-05-23 04:00:00","45","1705","228","sold"
"2000","BMW","M Roadster","7000","Silver","manual","null","29750","2022-06-01 04:00:00","14","415","29","unsold"
